Model,TDP,TDP (Base),Cores (P),Cores (E),Cores (LP-E),Cores,Codename,Released,Clock rate
Intel Celeron 4305U,15.0,,,,,,,2021-12-01,
Intel Celeron 4305UE,15.0,,,,,,,2019-12-01,
Intel Celeron 433,24.1,,,,,,,,
Intel Celeron 440,35.0,,,,,,,2009-03-01,
Intel Celeron 445,65.0,,,,,,,,
Intel Celeron 450,35.0,,,,,,,2009-03-01,
Intel Celeron 466,25.7,,,,,,,,
Intel Celeron 500,27.0,,,,,,,,
Intel Celeron 5205U,15.0,,,,,,,2020-03-01,
Intel Celeron 530,27.0,,,,,,,2009-03-01,
Intel Celeron 5305U,15.0,,,,,,,,
Intel Celeron 533,28.3,,,,,,,,
Intel Celeron 533A,14.0,,,,,,,,
Intel Celeron 540,30.0,,,,,,,2009-03-01,
Intel Celeron 550,31.0,,,,,,,2009-03-01,
Intel Celeron 560,31.0,,,,,,,2009-01-01,
Intel Celeron 566,19.2,,,,,,,,
Intel Celeron 570,31.0,,,,,,,2009-06-01,
Intel Celeron 575,31.0,,,,,,,,
Intel Celeron 585,31.0,,,,,,,,
Intel Celeron 600,15.8,,,,,,,,
Intel Celeron 6305,15.0,,,,,,,,
Intel Celeron 6305E,15.0,,,,,,,2021-08-01,
Intel Celeron 633,16.5,,,,,,,,
Intel Celeron 6600HE,35.0,,,,,,,,
Intel Celeron 667,17.5,,,,,,,,
Intel Celeron 700,18.3,,,,,,,,
Intel Celeron 723,10.0,,,,,,,2009-11-01,
Intel Celeron 725C,10.0,,,,,,,,
Intel Celeron 7300,9.0,,,,,,,2022-02-23,
Intel Celeron 7305,15.0,,,,,,,2022-03-01,
Intel Celeron 733,23.6,,,,,,,,
Intel Celeron 743,10.0,,,,,,,2009-10-01,
Intel Celeron 766,20.0,,,,,,,,
Intel Celeron 787,17.0,,,,,,,,
Intel Celeron 797,17.0,,,,,,,,
Intel Celeron 800,20.8,,,,,,,,
Intel Celeron 807,17.0,,,,,,,2014-12-01,
Intel Celeron 807UE,10.0,,,,,,,2013-01-01,
Intel Celeron 827E,17.0,,,,,,,2012-05-01,
Intel Celeron 847,17.0,,,,,,,2011-11-01,
Intel Celeron 847E,17.0,,,,,,,2012-08-01,
Intel Celeron 850,25.7,,,,,,,,
Intel Celeron 857,17.0,,,,,,,2011-11-01,
Intel Celeron 867,17.0,,,,,,,2012-04-01,
Intel Celeron 877,17.0,,,,,,,2012-06-01,
Intel Celeron 887,17.0,,,,,,,2012-10-01,
Intel Celeron 900,35.0,,,,,,,,
Intel Celeron 925,35.0,,,,,,,2010-12-01,
Intel Celeron 927UE,17.0,,,,,,,,
Intel Celeron 950,28.0,,,,,,,,
Intel Celeron B710,35.0,,,,,,,2015-08-01,
Intel Celeron B720,35.0,,,,,,,,
Intel Celeron B730,35.0,,,,,,,,
Intel Celeron B800,35.0,,,,,,,2011-09-01,
Intel Celeron B810,35.0,,,,,,,2011-10-01,
Intel Celeron B810E,35.0,,,,,,,,
Intel Celeron B815,35.0,,,,,,,2012-01-01,
Intel Celeron B820,35.0,,,,,,,2012-07-01,
Intel Celeron B830,35.0,,,,,,,2012-01-01,
Intel Celeron B840,35.0,,,,,,,2011-12-01,
Intel Celeron D 310,73.0,,,,,,,,
Intel Celeron D 315,73.0,,,,,,,,
Intel Celeron D 320,73.0,,,,,,,,
Intel Celeron D 325,84.0,,,,,,,,
Intel Celeron D 325J,84.0,,,,,,,,
Intel Celeron D 326,84.0,,,,,,,,
Intel Celeron D 330,73.0,,,,,,,,
Intel Celeron D 330J,84.0,,,,,,,,
Intel Celeron D 331,84.0,,,,,,,,
Intel Celeron D 335,84.0,,,,,,,,
Intel Celeron D 335J,84.0,,,,,,,,
Intel Celeron D 336,84.0,,,,,,,,
Intel Celeron D 340,73.0,,,,,,,,
Intel Celeron D 340J,84.0,,,,,,,,
Intel Celeron D 341,84.0,,,,,,,,
Intel Celeron D 345,73.0,,,,,,,,
Intel Celeron D 345J,84.0,,,,,,,,
Intel Celeron D 346,84.0,,,,,,,,
Intel Celeron D 347,86.0,,,,,,,2008-11-01,
Intel Celeron D 350,73.0,,,,,,,,
Intel Celeron D 350J,73.0,,,,,,,,
Intel Celeron D 351,84.0,,,,,,,,
Intel Celeron D 352,86.0,,,,,,,2009-02-01,
Intel Celeron D 355,84.0,,,,,,,,
Intel Celeron D 356,86.0,,,,,,,2009-03-01,
Intel Celeron D 360,65.0,,,,,,,2008-12-01,
Intel Celeron D 365,65.0,,,,,,,,
Intel Celeron D 420,35.0,,,,,,,2011-04-01,
Intel Celeron E1200,65.0,,,,,,,2008-12-01,
Intel Celeron E1400,65.0,,,,,,,2009-02-01,
Intel Celeron E1500,65.0,,,,,,,2009-05-01,
Intel Celeron E1600,65.0,,,,,,,2009-10-01,
Intel Celeron E3200,65.0,,,,,,,2009-08-01,
Intel Celeron E3300,65.0,,,,,,,2009-09-01,
Intel Celeron E3400,65.0,,,,,,,2010-03-01,
Intel Celeron E3500,65.0,,,,,,,2011-03-01,
Intel Celeron G1101,73.0,,,,,,,2011-04-01,
Intel Celeron G1610,55.0,,,,,,,2012-12-01,
Intel Celeron G1610T,35.0,,,,,,,2013-11-01,
Intel Celeron G1620,55.0,,,,,,,2013-02-01,
Intel Celeron G1620T,35.0,,,,,,,2014-03-01,
Intel Celeron G1630,55.0,,,,,,,2013-10-01,
Intel Celeron G1820,53.0,,,,,,,2014-01-01,
Intel Celeron G1820T,35.0,,,,,,,2014-02-01,
Intel Celeron G1820TE,35.0,,,,,,,2014-10-01,
Intel Celeron G1830,53.0,,,,,,,2014-02-01,
Intel Celeron G1840,53.0,,,,,,,2014-06-01,
Intel Celeron G1840T,35.0,,,,,,,2015-04-01,
Intel Celeron G1850,54.0,,,,,,,2014-05-01,
Intel Celeron G3900,51.0,,,,,,,2016-02-01,
Intel Celeron G3900E,35.0,,,,,,,2017-04-01,
Intel Celeron G3900T,35.0,,,,,,,2016-04-01,
Intel Celeron G3900TE,35.0,,,,,,,2018-07-01,
Intel Celeron G3902E,25.0,,,,,,,,
Intel Celeron G3920,51.0,,,,,,,2016-06-01,
Intel Celeron G3930,51.0,,,,,,,2017-02-01,
Intel Celeron G3930E,54.0,,,,,,,,
Intel Celeron G3930T,35.0,,,,,,,2018-11-01,
Intel Celeron G3930TE,35.0,,,,,,,2019-08-01,
Intel Celeron G3950,51.0,,,,,,,2017-03-01,
Intel Celeron G440,35.0,,,,,,,2012-02-01,
Intel Celeron G460,35.0,,,,,,,2012-02-01,
Intel Celeron G465,35.0,,,,,,,2012-01-01,
Intel Celeron G470,35.0,,,,,,,2014-03-01,
Intel Celeron G4900,54.0,,,,,,,2018-06-01,
Intel Celeron G4900T,35.0,,,,,,,2018-03-01,
Intel Celeron G4920,54.0,,,,,,,2018-08-01,
Intel Celeron G4930,54.0,,,,,,,2019-09-01,
Intel Celeron G4930E,35.0,,,,,,,,
Intel Celeron G4930T,35.0,,,,,,,2020-07-01,
Intel Celeron G4932E,25.0,,,,,,,,
Intel Celeron G4950,54.0,,,,,,,2021-03-01,
Intel Celeron G530,65.0,,,,,,,2011-09-01,
Intel Celeron G530T,35.0,,,,,,,2011-01-01,
Intel Celeron G540,65.0,,,,,,,2011-10-01,
Intel Celeron G540T,35.0,,,,,,,2012-07-01,
Intel Celeron G550,65.0,,,,,,,2012-07-01,
Intel Celeron G550T,35.0,,,,,,,2014-08-01,
Intel Celeron G555,65.0,,,,,,,2012-01-01,
Intel Celeron G5900,58.0,,,,,,,2020-06-01,
Intel Celeron G5900E,58.0,,,,,,,,
Intel Celeron G5900T,35.0,,,,,,,2021-10-01,
Intel Celeron G5900TE,35.0,,,,,,,,
Intel Celeron G5905,58.0,,,,,,,2020-09-01,
Intel Celeron G5905T,35.0,,,,,,,2021-05-01,
Intel Celeron G5920,58.0,,,,,,,2020-12-01,
Intel Celeron G5925,58.0,,,,,,,2021-06-01,
Intel Celeron G6900,46.0,,,,,,,2022-01-01,
Intel Celeron G6900E,46.0,,,,,,,2022-01-04,
Intel Celeron G6900T,35.0,,,,,,,2022-07-01,
Intel Celeron G6900TE,35.0,,,,,,,2022-01-04,
Intel Celeron J1750,10.0,,,,,,,2014-04-01,
Intel Celeron J1800,10.0,,,,,,,2014-02-01,
Intel Celeron J1850,10.0,,,,,,,2013-10-01,
Intel Celeron J1900,10.0,,,,,,,2014-01-01,
Intel Celeron J3060,6.0,,,,,,,2016-08-01,
Intel Celeron J3160,6.0,,,,,,,2016-05-01,
Intel Celeron J3355,10.0,,,,,,,2017-02-01,
Intel Celeron J3455,10.0,,,,,,,2016-10-01,
Intel Celeron J3455E,10.0,,,,,,,2020-08-01,
Intel Celeron J4005,10.0,,,,,,,2018-02-01,
Intel Celeron J4025,10.0,,,,,,,2020-02-01,
Intel Celeron J4105,10.0,,,,,,,2018-01-01,
Intel Celeron J4125,10.0,,,,,,,2020-02-01,
Intel Celeron J6412,10.0,,,,,,,2021-08-01,
Intel Celeron J6413,10.0,,,,,,,2021-02-01,
Intel Celeron M 310,24.5,,,,,,,,
Intel Celeron M 320,24.5,,,,,,,,
Intel Celeron M 330,24.5,,,,,,,,
Intel Celeron M 340,24.5,,,,,,,,
Intel Celeron M 350,21.0,,,,,,,,
Intel Celeron M 360,21.0,,,,,,,,
Intel Celeron M 360 1.40GHz,21.0,,,,,,,2008-12-01,
Intel Celeron M 370,21.0,,,,,,,,
Intel Celeron M 380,21.0,,,,,,,,
Intel Celeron M 390,21.0,,,,,,,,
Intel Celeron M 410,27.0,,,,,,,2009-03-01,
Intel Celeron M 420,27.0,,,,,,,2009-02-01,
Intel Celeron M 430,27.0,,,,,,,2009-02-01,
Intel Celeron M 440,27.0,,,,,,,2008-12-01,
Intel Celeron M 443,5.5,,,,,,,2009-03-01,
Intel Celeron M 450,27.0,,,,,,,2009-11-01,
Intel Celeron M 520,30.0,,,,,,,2008-11-01,
Intel Celeron M 530,30.0,,,,,,,2009-03-01,
Intel Celeron M 723,10.0,,,,,,,2009-10-01,
Intel Celeron M ULV 333,7.0,,,,,,,,
Intel Celeron M ULV 353,5.0,,,,,,,,
Intel Celeron M ULV 373,5.5,,,,,,,,
Intel Celeron M ULV 383,5.5,,,,,,,,
Intel Celeron M ULV 423,5.5,,,,,,,,
Intel Celeron M ULV 443,5.5,,,,,,,,
Intel Celeron M ULV 523,5.5,,,,,,,,
Intel Celeron M ULV 600,7.0,,,,,,,,
Intel Celeron M ULV 722,5.5,,,,,,,,
Intel Celeron M ULV 723,10.0,,,,,,,,
Intel Celeron M ULV 743,10.0,,,,,,,,
Intel Celeron M ULV 800,7.0,,,,,,,,
Intel Celeron N2805,4.3,,,,,,,2013-11-01,
Intel Celeron N2806,4.5,,,,,,,2014-02-01,
Intel Celeron N2807,4.3,,,,,,,2014-06-01,
Intel Celeron N2808,4.5,,,,,,,2015-03-01,
Intel Celeron N2810,7.5,,,,,,,2013-12-01,
Intel Celeron N2815,7.5,,,,,,,2014-02-01,
Intel Celeron N2820,7.5,,,,,,,2014-01-01,
Intel Celeron N2830,7.5,,,,,,,2014-04-01,
Intel Celeron N2840,7.5,,,,,,,,
Intel Celeron N2910,7.5,,,,,,,2013-11-01,
Intel Celeron N2920,7.5,,,,,,,2014-01-01,
Intel Celeron N2930,7.5,,,,,,,2014-06-01,
Intel Celeron N2940,7.5,,,,,,,2014-09-01,
Intel Celeron N3000,4.0,,,,,,,2015-08-01,
Intel Celeron N3010,4.0,,,,,,,2016-11-01,
Intel Celeron N3050,6.0,,,,,,,2015-07-01,
Intel Celeron N3060,6.0,,,,,,,2016-04-01,
Intel Celeron N3150,6.0,,,,,,,2015-07-01,
Intel Celeron N3160,6.0,,,,,,,2016-06-01,
Intel Celeron N3350,6.0,,,,,,,2016-11-01,
Intel Celeron N3450,6.0,,,,,,,2016-12-01,
Intel Celeron N4000,6.0,,,,,,,2018-04-01,
Intel Celeron N4000C,6.0,,,,,,,2019-12-01,
Intel Celeron N4020,6.0,,,,,,,2020-03-01,
Intel Celeron N4020C,6.0,,,,,,,2022-07-01,
Intel Celeron N4100,6.0,,,,,,,2018-05-01,
Intel Celeron N4120,6.0,,,,,,,2020-01-01,
Intel Celeron N4500,6.0,,,,,,,2021-03-01,
Intel Celeron N4505,10.0,,,,,,,2022-02-01,
Intel Celeron N5095,15.0,,,,,,,2021-08-01,
Intel Celeron N5095A,15.0,,,,,,,2022-03-01,
Intel Celeron N5100,6.0,,,,,,,2021-05-01,
Intel Celeron N5105,10.0,,,,,,,2021-06-01,
Intel Celeron N6210,6.5,,,,,,,2022-10-01,
Intel Celeron N6211,6.5,,,,,,,2021-04-01,
Intel Celeron P1053,30.0,,,,,,,,
Intel Celeron P4500,35.0,,,,,,,2010-08-01,
Intel Celeron P4505,35.0,,,,,,,2010-03-01,
Intel Celeron P4600,35.0,,,,,,,2011-02-01,
Intel Celeron SU2300,10.0,,,,,,,2009-10-01,
Intel Celeron T1400,35.0,,,,,,,,
Intel Celeron T1500,35.0,,,,,,,,
Intel Celeron T1600,35.0,,,,,,,2009-01-01,
Intel Celeron T1700,35.0,,,,,,,,
Intel Celeron T3000,35.0,,,,,,,,
Intel Celeron T3100,35.0,,,,,,,,
Intel Celeron T3300,35.0,,,,,,,,
Intel Celeron T3500,35.0,,,,,,,,
Intel Celeron U3400,18.0,,,,,,,2010-09-01,
Intel Celeron U3405,18.0,,,,,,,,
Intel Celeron U3600,18.0,,,,,,,2011-02-01,
Intel Celeron ULV 573,10.0,,,,,,,,
Intel Celeron ULV 763,10.0,,,,,,,,
Intel Celeron 1.8A,66.1,,,,,,,,
Intel Core 2 Duo E4300,65.0,,,,,,,,
Intel Core 2 Duo E4400,65.0,,,,,,,,
Intel Core 2 Duo E4500,65.0,,,,,,,,
Intel Core 2 Duo E4600,65.0,,,,,,,,
Intel Core 2 Duo E4700,65.0,,,,,,,,
Intel Core 2 Duo E6300,65.0,,,,,,,,
Intel Core 2 Duo E6305,65.0,,,,,,,,
Intel Core 2 Duo E6320,65.0,,,,,,,,
Intel Core 2 Duo E6400,65.0,,,,,,,,
Intel Core 2 Duo E6405,65.0,,,,,,,,
Intel Core 2 Duo E6420,65.0,,,,,,,,
Intel Core 2 Duo E6540,65.0,,,,,,,,
Intel Core 2 Duo E6550,65.0,,,,,,,,
Intel Core 2 Duo E6600,65.0,,,,,,,,
Intel Core 2 Duo E6700,65.0,,,,,,,,
Intel Core 2 Duo E6750,65.0,,,,,,,,
Intel Core 2 Duo E6850,65.0,,,,,,,,
Intel Core 2 Duo E7200,65.0,,,,,,,,
Intel Core 2 Duo E7300,65.0,,,,,,,,
Intel Core 2 Duo E7400,65.0,,,,,,,,
Intel Core 2 Duo E7500,65.0,,,,,,,,
Intel Core 2 Duo E7600,65.0,,,,,,,,
Intel Core 2 Duo E8135,44.0,,,,,,,,
Intel Core 2 Duo E8190,65.0,,,,,,,,
Intel Core 2 Duo E8200,65.0,,,,,,,,
Intel Core 2 Duo E8235,44.0,,,,,,,,
Intel Core 2 Duo E8290,65.0,,,,,,,,
Intel Core 2 Duo E8300,65.0,,,,,,,,
Intel Core 2 Duo E8335,44.0,,,,,,,,
Intel Core 2 Duo E8400,65.0,,,,,,,,
Intel Core 2 Duo E8435,55.0,,,,,,,,
Intel Core 2 Duo E8500,65.0,,,,,,,,
Intel Core 2 Duo E8600,65.0,,,,,,,,
Intel Core 2 Duo E8700,65.0,,,,,,,,
Intel Core 2 Duo L7200,17.0,,,,,,,,
Intel Core 2 Duo L7300,17.0,,,,,,,,
Intel Core 2 Duo L7400,17.0,,,,,,,,
Intel Core 2 Duo L7500,17.0,,,,,,,,
Intel Core 2 Duo L7700,17.0,,,,,,,,
Intel Core 2 Duo P7350,25.0,,,,,,,,
Intel Core 2 Duo P7370,25.0,,,,,,,,
Intel Core 2 Duo P7450,25.0,,,,,,,,
Intel Core 2 Duo P7550,25.0,,,,,,,,
Intel Core 2 Duo P7570,25.0,,,,,,,,
Intel Core 2 Duo P8400,25.0,,,,,,,,
Intel Core 2 Duo P8600,25.0,,,,,,,,
Intel Core 2 Duo P8700,25.0,,,,,,,,
Intel Core 2 Duo P8800,25.0,,,,,,,,
Intel Core 2 Duo P9500,25.0,,,,,,,,
Intel Core 2 Duo P9600,25.0,,,,,,,,
Intel Core 2 Duo P9700,28.0,,,,,,,,
Intel Core 2 Duo SL7100,12.0,,,,,,,,
Intel Core 2 Duo SL9300,17.0,,,,,,,,
Intel Core 2 Duo SL9380,17.0,,,,,,,,
Intel Core 2 Duo SL9400,17.0,,,,,,,,
Intel Core 2 Duo SL9600,17.0,,,,,,,,
Intel Core 2 Duo SP7500,20.0,,,,,,,,
Intel Core 2 Duo SP7700,20.0,,,,,,,,
Intel Core 2 Duo SP9300,25.0,,,,,,,,
Intel Core 2 Duo SP9400,25.0,,,,,,,,
Intel Core 2 Duo SP9600,25.0,,,,,,,,
Intel Core 2 Duo SU7300,10.0,,,,,,,,
Intel Core 2 Duo SU9300,10.0,,,,,,,,
Intel Core 2 Duo SU9400,10.0,,,,,,,,
Intel Core 2 Duo SU9600,10.0,,,,,,,,
Intel Core 2 Duo T5200,34.0,,,,,,,,
Intel Core 2 Duo T5250,35.0,,,,,,,,
Intel Core 2 Duo T5270,35.0,,,,,,,,
Intel Core 2 Duo T5300,34.0,,,,,,,,
Intel Core 2 Duo T5450,35.0,,,,,,,,
Intel Core 2 Duo T5470,35.0,,,,,,,,
Intel Core 2 Duo T5500,34.0,,,,,,,,
Intel Core 2 Duo T5550,35.0,,,,,,,,
Intel Core 2 Duo T5600,34.0,,,,,,,,
Intel Core 2 Duo T5670,35.0,,,,,,,,
Intel Core 2 Duo T5750,35.0,,,,,,,,
Intel Core 2 Duo T5800,35.0,,,,,,,,
Intel Core 2 Duo T5850,35.0,,,,,,,,
Intel Core 2 Duo T5870,35.0,,,,,,,,
Intel Core 2 Duo T5900,35.0,,,,,,,,
Intel Core 2 Duo T6400,35.0,,,,,,,,
Intel Core 2 Duo T6500,35.0,,,,,,,,
Intel Core 2 Duo T6570,35.0,,,,,,,,
Intel Core 2 Duo T6600,35.0,,,,,,,,
Intel Core 2 Duo T6670,35.0,,,,,,,,
Intel Core 2 Duo T6900,35.0,,,,,,,,
Intel Core 2 Duo T6970,35.0,,,,,,,,
Intel Core 2 Duo T7100,35.0,,,,,,,,
Intel Core 2 Duo T7200,34.0,,,,,,,,
Intel Core 2 Duo T7250,35.0,,,,,,,,
Intel Core 2 Duo T7300,35.0,,,,,,,,
Intel Core 2 Duo T7400,34.0,,,,,,,,
Intel Core 2 Duo T7500,35.0,,,,,,,,
Intel Core 2 Duo T7600,34.0,,,,,,,,
Intel Core 2 Duo T7600G,34.0,,,,,,,,
Intel Core 2 Duo T7700,35.0,,,,,,,,
Intel Core 2 Duo T7800,35.0,,,,,,,,
Intel Core 2 Duo T8100,35.0,,,,,,,,
Intel Core 2 Duo T8300,35.0,,,,,,,,
Intel Core 2 Duo T9300,35.0,,,,,,,,
Intel Core 2 Duo T9400,35.0,,,,,,,,
Intel Core 2 Duo T9500,35.0,,,,,,,,
Intel Core 2 Duo T9550,35.0,,,,,,,,
Intel Core 2 Duo T9600,35.0,,,,,,,,
Intel Core 2 Duo T9800,35.0,,,,,,,,
Intel Core 2 Duo T9900,35.0,,,,,,,,
Intel Core 2 Duo U7500,10.0,,,,,,,,
Intel Core 2 Duo U7600,10.0,,,,,,,,
Intel Core 2 Duo U7700,10.0,,,,,,,,
Intel Core 2 Extreme QX6700,130.0,,,,,,,,
Intel Core 2 Extreme QX6800,130.0,,,,,,,,
Intel Core 2 Extreme QX6850,130.0,,,,,,,,
Intel Core 2 Extreme QX9300,45.0,,,,,,,,
Intel Core 2 Extreme QX9650,130.0,,,,,,,,
Intel Core 2 Extreme QX9750,130.0,,,,,,,,
Intel Core 2 Extreme QX9770,136.0,,,,,,,,
Intel Core 2 Extreme QX9775,150.0,,,,,,,,
Intel Core 2 Extreme X6800,75.0,,,,,,,,
Intel Core 2 Extreme X6900,75.0,,,,,,,,
Intel Core 2 Extreme X7800,44.0,,,,,,,,
Intel Core 2 Extreme X7900,44.0,,,,,,,,
Intel Core 2 Extreme X9000,44.0,,,,,,,,
Intel Core 2 Extreme X9100,44.0,,,,,,,,
Intel Core 2 Quad Q6400,105.0,,,,,,,,
Intel Core 2 Quad Q6700,95.0,,,,,,,,
Intel Core 2 Quad Q8200,95.0,,,,,,,,
Intel Core 2 Quad Q8200S,65.0,,,,,,,,
Intel Core 2 Quad Q8300,95.0,,,,,,,,
Intel Core 2 Quad Q8400,95.0,,,,,,,,
Intel Core 2 Quad Q8400S,65.0,,,,,,,,
Intel Core 2 Quad Q9000,45.0,,,,,,,,
Intel Core 2 Quad Q9100,45.0,,,,,,,,
Intel Core 2 Quad Q9300,95.0,,,,,,,,
Intel Core 2 Quad Q9400,95.0,,,,,,,,
Intel Core 2 Quad Q9400S,65.0,,,,,,,,
Intel Core 2 Quad Q9450,95.0,,,,,,,,
Intel Core 2 Quad Q9500,95.0,,,,,,,,
Intel Core 2 Quad Q9505,95.0,,,,,,,,
Intel Core 2 Quad Q9505S,65.0,,,,,,,,
Intel Core 2 Quad Q9550,95.0,,,,,,,,
Intel Core 2 Quad Q9550S,65.0,,,,,,,,
Intel Core 2 Quad Q9650,95.0,,,,,,,,
Intel Core 2 Solo SU3300,5.5,,,,,,,,
Intel Core 2 Solo SU3500,5.5,,,,,,,,
Intel Core 2 Solo ULV U2100,5.5,,,,,,,,
Intel Core 2 Solo ULV U2200,5.5,,,,,,,,
Intel Core 3 100HL,45.0,,,,,,,2024-04-08,
Intel Core 3 100U,15.0,,,,,,,2024-01-08,
Intel Core 3 100UL,15.0,,,,,,,2024-04-08,
Intel Core 5 120HL,45.0,,,,,,,2024-04-08,
Intel Core 5 120U,15.0,,,,,,,2024-01-08,
Intel Core 5 120UL,15.0,,,,,,,2024-04-08,
Intel Core 5 130HL,45.0,,,,,,,2024-04-08,
Intel Core 5 130UL,15.0,,,,,,,2024-04-08,
Intel Core 5 210H,45.0,,,,,,,2024-12-18,
Intel Core 5 220H,45.0,,,,,,,2024-12-18,
Intel Core 5 220U,15.0,,,,,,,,
Intel Core 7 150HL,45.0,,,,,,,2024-04-08,
Intel Core 7 150U,15.0,,,,,,,2024-01-08,
Intel Core 7 150UL,15.0,,,,,,,2024-04-08,
Intel Core 7 160HL,45.0,,,,,,,2024-04-08,
Intel Core 7 160UL,15.0,,,,,,,2024-04-08,
Intel Core 7 240H,45.0,,,,,,,2024-12-18,
Intel Core 7 250H,45.0,,,,,,,2024-12-18,
Intel Core 7 250U,15.0,,,,,,,,
Intel Core 9 270H,45.0,,,,,,,2024-12-18,
Intel Core Duo L2300,15.0,,,,,,,2010-02-01,
Intel Core Duo L2400,15.0,,,,,,,2009-05-01,
Intel Core Duo L2500,15.0,,,,,,,2009-03-01,
Intel Core Duo T2050,31.0,,,,,,,2008-12-01,
Intel Core Duo T2250,31.0,,,,,,,2009-03-01,
Intel Core Duo T2300,31.0,,,,,,,2009-03-01,
Intel Core Duo T2350,31.0,,,,,,,2009-03-01,
Intel Core Duo T2400,31.0,,,,,,,2009-03-01,
Intel Core Duo T2450,31.0,,,,,,,2009-03-01,
Intel Core Duo T2500,31.0,,,,,,,2009-03-01,
Intel Core Duo T2600,31.0,,,,,,,2009-03-01,
Intel Core Duo T2700,31.0,,,,,,,2009-02-01,
Intel Core Duo U2400,9.0,,,,,,,2009-03-01,
Intel Core Duo U2500,9.0,,,,,,,2009-02-01,
Intel Core M-5Y10,4.5,,,,,,,2014-08-01,
Intel Core M-5Y10a,4.5,,,,,,,2015-03-01,
Intel Core M-5Y10c,4.5,,,,,,,2015-01-01,
Intel Core M-5Y31,4.5,,,,,,,2015-04-01,
Intel Core M-5Y51,4.5,,,,,,,2015-04-01,
Intel Core M-5Y70,4.5,,,,,,,2014-10-01,
Intel Core M-5Y71,4.5,,,,,,,2015-01-01,
Intel Core Solo T1300,27.0,,,,,,,2009-02-01,
Intel Core Solo T1350,31.0,,,,,,,2009-02-01,
Intel Core Solo T1400,27.0,,,,,,,2009-06-01,
Intel Core Solo U1300,6.0,,,,,,,2009-08-01,
Intel Core Solo U1400,5.5,,,,,,,2009-03-01,
Intel Core Solo U1500,5.5,,,,,,,2009-03-01,
Intel Core Ultra 3 105UL,15.0,,,,,,,2024-04-08,
Intel Core Ultra 5 115U,15.0,,,,,,,2023-12-14,
Intel Core Ultra 5 125H,28.0,,,,,,,2023-12-14,
Intel Core Ultra 5 125HL,45.0,,,,,,,2024-04-08,
Intel Core Ultra 5 125U,15.0,,,,,,,2023-12-14,
Intel Core Ultra 5 125UL,15.0,,,,,,,2024-04-08,
Intel Core Ultra 5 134U,9.0,,,,,,,2023-12-14,
Intel Core Ultra 5 135H,28.0,,,,,,,2023-12-14,
Intel Core Ultra 5 135HL,45.0,,,,,,,2024-04-08,
Intel Core Ultra 5 135U,15.0,,,,,,,2023-12-14,
Intel Core Ultra 5 135UL,15.0,,,,,,,2024-04-08,
Intel Core Ultra 5 225,121.0,65.0,6.0,4.0,0.0,10.0,Arrow Lake-S,2025-01-06,
Intel Core Ultra 5 225F,121.0,65.0,6.0,4.0,0.0,10.0,Arrow Lake-S,2025-01-06,
Intel Core Ultra 5 225H,115.0,28.0,4.0,8.0,2.0,14.0,Arrow Lake-H,2025-01-06,
Intel Core Ultra 5 225T,65.0,,,,,,,,
Intel Core Ultra 5 225U,57.0,15.0,2.0,8.0,2.0,12.0,Arrow Lake-U,2025-01-06,
Intel Core Ultra 5 226V,17.0,,,,,,,2024-09-24,
Intel Core Ultra 5 228V,17.0,,,,,,,2024-09-24,
Intel Core Ultra 5 235,121.0,65.0,6.0,8.0,0.0,14.0,Arrow Lake-S,2025-01-06,
Intel Core Ultra 5 235H,115.0,28.0,4.0,8.0,2.0,14.0,Arrow Lake-H,2025-01-06,
Intel Core Ultra 5 235HX,160.0,55.0,6.0,8.0,0.0,14.0,Arrow Lake-HX,2025-01-06,
Intel Core Ultra 5 235T,114.0,35.0,6.0,8.0,0.0,14.0,Arrow Lake-S,2025-01-06,
Intel Core Ultra 5 235U,57.0,15.0,2.0,8.0,2.0,12.0,Arrow Lake-U,2025-01-06,
Intel Core Ultra 5 236V,17.0,,,,,,,2024-09-24,
Intel Core Ultra 5 238V,17.0,,,,,,,2024-09-24,
Intel Core Ultra 5 245,121.0,65.0,6.0,8.0,0.0,14.0,Arrow Lake-S,2025-01-06,
Intel Core Ultra 5 245HX,160.0,55.0,6.0,8.0,0.0,14.0,Arrow Lake-HX,2025-01-06,
Intel Core Ultra 5 245K,159.0,125.0,6.0,8.0,0.0,14.0,Arrow Lake-S,2024-10-24,
Intel Core Ultra 5 245KF,159.0,125.0,6.0,8.0,0.0,14.0,Arrow Lake-S,2024-10-24,
Intel Core Ultra 5 245T,114.0,35.0,6.0,8.0,0.0,14.0,Arrow Lake-S,2025-01-06,
Intel Core Ultra 7 155H,28.0,,,,,,,2023-12-14,
Intel Core Ultra 7 155HL,45.0,,,,,,,2024-04-08,
Intel Core Ultra 7 155U,15.0,,,,,,,2023-12-14,
Intel Core Ultra 7 155UL,15.0,,,,,,,2024-04-08,
Intel Core Ultra 7 164U,9.0,,,,,,,2023-12-14,
Intel Core Ultra 7 165H,28.0,,,,,,,2023-12-14,
Intel Core Ultra 7 165HL,45.0,,,,,,,2024-04-08,
Intel Core Ultra 7 165U,15.0,,,,,,,2023-12-14,
Intel Core Ultra 7 165UL,15.0,,,,,,,2024-04-08,
Intel Core Ultra 7 255H,115.0,28.0,6.0,8.0,2.0,16.0,Arrow Lake-H,2025-01-06,
Intel Core Ultra 7 255HX,160.0,55.0,8.0,12.0,0.0,20.0,Arrow Lake-HX,2025-01-06,
